Title,Genres,Total Play Time,Rating,Storage Required,Release Year,Developer,Publisher,Price
Just Cause 4,"Adventure, Racing, Sports",826.12,7.7,54.1,2006,Bungie,Square Enix,41.6
Metro Exodus,"Racing, Adventure",133.5,10,75.8,2002,Nintendo,Sony,38.01
Destiny 2,"Puzzle, Simulation, Adventure",831.83,7,86.1,2007,EA,Electronic Arts,6.53
Resident Evil 2,"Sports, RPG, Puzzle",469.09,7.3,60.1,2001,CD Projekt Red,Sony,51.24
Monster Hunter: World,"Open World, Strategy",566.69,1.9,6.7,2013,Bethesda,Microsoft,6.6
The Sims 4,Adventure,481.92,1.8,78.7,2011,Rockstar Games,Bandai Namco,52.53
Sid Meier's Civilization VI,"Strategy, Adventure, Puzzle",821.24,8.5,1.8,2015,Valve,Capcom,4.33
The Legend of Zelda: Breath of the Wild,"Racing, MMORPG, Open World",45.43,5.1,65.3,2017,Valve,Sony,0.49
Super Mario Odyssey,"First-person shooter, Strategy",714.36,8.1,6.9,2023,Nintendo,Electronic Arts,54.3
God of War,"Adventure, Racing, MMORPG",78.66,7.7,29.7,2003,BioWare,Bethesda,42.42
Bloodborne,Open World,967.2,7.7,98.4,2004,Bungie,Capcom,34.71
Horizon Zero Dawn,"RPG, Sports",523.01,7.3,77.9,2008,CD Projekt Red,Nintendo,30.22
Persona 5,Sports,968.58,9.8,10.7,2005,Epic Games,Square Enix,11.21
Final Fantasy XV,"Simulation, Adventure",685.56,4.7,52,2001,Rockstar Games,Sega,49.37
The Last of Us,Simulation,855.53,7.4,9,2005,CD Projekt Red,Microsoft,43.88
Death Stranding,"Sports, Puzzle, Strategy",135.96,4.2,95.9,2008,CD Projekt Red,Bandai Namco,37.38
Apex Legends,"First-person shooter, RPG",379.75,8.2,5.4,2015,EA,Bethesda,17.72
Dota Underlords,"Adventure, Open World",869.03,4.7,83.5,2007,CD Projekt Red,Bethesda,44.55
Counter-Strike: Global Offensive,Strategy,132.03,4.1,93.5,2002,Valve,Nintendo,39.17
Grand Theft Auto V,Open World,542.83,4.9,42.9,2003,BioWare,Sony,50.56
PlayerUnknown's Battlegrounds,"Open World, Simulation, MMORPG",182.1,4.4,95.2,2007,Ubisoft,Nintendo,59.47
Rocket League,"Strategy, Open World",77,3.4,36.7,2004,Epic Games,Capcom,59.86
The Witcher 3: Wild Hunt,"Simulation, First-person shooter, MMORPG",588.77,3.2,4.3,2018,Nintendo,Bethesda,19.97
Red Dead Redemption 2,"Sports, MMORPG",621.77,6.7,94.3,2006,EA,Activision,39.19
Cyberpunk 2077,"MMORPG, First-person shooter, Sports",648.43,6.6,21.8,2018,BioWare,Nintendo,36.37
DOOM Eternal,"Strategy, Sports, RPG",971.42,9.7,72,2017,Epic Games,Microsoft,20.55
Stardew Valley,"Racing, RPG, MMORPG",221.45,2.2,13.5,2020,BioWare,Microsoft,27.77
Terraria,Racing,417.08,6.9,89.8,2016,BioWare,Sega,28.46
Dark Souls III,"Simulation, MMORPG, Adventure",493.71,5.4,82.4,2021,Valve,Activision,51.23
Hades,RPG,410.02,9.5,53.9,2016,Bungie,Bandai Namco,34.29
Half-Life: Alyx,Sports,406.18,8.9,96.1,2005,Bethesda,Sega,4.01
Valheim,"Strategy, Adventure",467.78,7.4,98.1,2014,Epic Games,Bethesda,29.33
Among Us,"First-person shooter, RPG, Racing",388.66,1.1,5.9,2014,Epic Games,Activision,18.35
Rust,"First-person shooter, Open World",5.85,8.2,8.1,2009,Bungie,Nintendo,5.34
ARK: Survival Evolved,"Strategy, Sports",937.79,2.6,39.3,2012,EA,Microsoft,41.24
Fallout 4,"Simulation, Adventure, Puzzle",922.42,5.1,85.1,2023,Bungie,Square Enix,46.14
Sekiro: Shadows Die Twice,Puzzle,329.16,1.9,27,2004,Valve,Sega,56.72
Hollow Knight,Sports,187.42,5.5,15.7,2010,Bethesda,Sega,42.66
Slay the Spire,"Puzzle, Simulation, RPG",78.63,8.5,67,2017,Bethesda,Nintendo,43.38
Portal 2,"First-person shooter, Sports",245.66,1.9,78.3,2019,Ubisoft,Capcom,26.77
Subnautica,"Racing, MMORPG",592.68,7.9,30.7,2006,Valve,Sony,4.97
Borderlands 3,"First-person shooter, MMORPG",136.04,1.8,58.3,2002,CD Projekt Red,Electronic Arts,30.19
Overwatch,"Puzzle, Racing, MMORPG",945.23,1.6,14.8,2006,Ubisoft,Square Enix,12.69
Fortnite,MMORPG,293.83,2.8,8.1,2002,Bungie,Microsoft,33.55
Minecraft,"Strategy, RPG",177.18,4.5,16.8,2004,Bungie,Microsoft,17.97
The Elder Scrolls V: Skyrim,Simulation,794.44,3.4,18.8,2018,Epic Games,Sony,7
Left 4 Dead 2,"Strategy, Adventure, Open World",308.57,9.3,36.2,2004,CD Projekt Red,Microsoft,0.94
Team Fortress 2,"Simulation, Open World, Puzzle",354.24,2,34.7,2001,Ubisoft,Sega,31.4
Tom Clancy's Rainbow Six Siege,"Sports, Puzzle",544.97,9.8,22.3,2002,EA,Bandai Namco,4.58
BioShock Infinite,"Simulation, Strategy, Open World",602.59,5.4,80.8,2009,EA,Square Enix,3.84
Far Cry 5,RPG,519.91,1.2,87.7,2009,BioWare,Bandai Namco,15.7
Assassin's Creed Odyssey,"Adventure, Sports",422.78,8.6,8.1,2004,Valve,Nintendo,10.22
Just Cause 4,"First-person shooter, RPG, Strategy",402.12,9.9,88.7,2005,Epic Games,Sega,56.44
Metro Exodus,"RPG, Racing",85.64,7.9,3.7,2002,Rockstar Games,Bandai Namco,14.32
Destiny 2,Open World,779.65,8.9,77,2017,Bungie,Electronic Arts,11.01
Resident Evil 2,"RPG, Strategy",732.35,2.5,75.7,2000,Ubisoft,Capcom,26.71
Monster Hunter: World,"First-person shooter, RPG",156.12,2.8,74,2020,Valve,Bandai Namco,46.65
The Sims 4,"Racing, First-person shooter, Open World",933.13,8.5,55.3,2003,Rockstar Games,Sega,51.57
Sid Meier's Civilization VI,"Simulation, First-person shooter, Puzzle",252.83,1.6,32.3,2016,CD Projekt Red,Nintendo,15.53
The Legend of Zelda: Breath of the Wild,Simulation,574.72,3.9,80.6,2023,Bethesda,Activision,54.41
Super Mario Odyssey,"Strategy, Sports, Racing",490.67,6.5,70.6,2007,EA,Microsoft,9.22
God of War,Open World,260.71,1.7,58.9,2011,Bethesda,Microsoft,2.63
Bloodborne,"Racing, Open World",878.6,1.4,66.1,2009,Epic Games,Electronic Arts,35.1
Horizon Zero Dawn,"Sports, Open World",749.09,6.5,23.1,2007,EA,Square Enix,38.42
Persona 5,MMORPG,440.04,4.8,29.5,2010,CD Projekt Red,Activision,15.84
Final Fantasy XV,"Simulation, Adventure, Sports",70.21,6.2,79.9,2013,CD Projekt Red,Microsoft,46.98
The Last of Us,"MMORPG, First-person shooter",756.08,2.9,67.7,2019,Ubisoft,Nintendo,1.1
Death Stranding,"Racing, Strategy",180.62,6.7,10.5,2007,Bungie,Square Enix,59.8
Apex Legends,"Adventure, Sports",440.73,3.4,2.9,2019,Bethesda,Square Enix,17.8
Dota Underlords,"Puzzle, RPG",822.8,4.3,88.7,2019,CD Projekt Red,Bandai Namco,58.8
Counter-Strike: Global Offensive,"Open World, Sports",126.33,4.9,47.7,2001,CD Projekt Red,Sony,5.1
Grand Theft Auto V,"Racing, Strategy, Sports",239.97,7,39.9,2012,Ubisoft,Bandai Namco,53.56
PlayerUnknown's Battlegrounds,"Adventure, Strategy, MMORPG",390.86,4.6,63.9,2004,Rockstar Games,Capcom,36.97
Rocket League,"Open World, Adventure",367.39,5.7,54.9,2001,Bethesda,Electronic Arts,26.46
The Witcher 3: Wild Hunt,RPG,350.82,5.5,30.2,2011,BioWare,Square Enix,39.17
Red Dead Redemption 2,"Racing, Puzzle, Adventure",925.02,8.8,11.6,2000,Rockstar Games,Electronic Arts,31.53
Cyberpunk 2077,"MMORPG, Sports, Racing",676.23,2.9,27.7,2014,Epic Games,Microsoft,27.55
DOOM Eternal,"Racing, MMORPG",749.38,5.6,90.4,2018,Epic Games,Capcom,14.1
Stardew Valley,"Adventure, Open World",903.49,7.6,13,2008,EA,Microsoft,2.39
Terraria,"Simulation, Open World",668.89,2.2,93,2020,BioWare,Nintendo,32.19
Dark Souls III,Strategy,65.92,9.4,62.8,2014,CD Projekt Red,Nintendo,12.31
Hades,Strategy,900.58,2.1,56.9,2019,EA,Activision,1.51
Half-Life: Alyx,MMORPG,356.46,8,34.6,2015,Bungie,Activision,32.86
Valheim,"Puzzle, Racing, RPG",534.24,7.8,14.6,2010,BioWare,Sony,18.33
Among Us,"Adventure, Sports, Racing",181.53,8.6,36.4,2004,BioWare,Bethesda,57.77
Rust,Racing,734.37,8.2,66.8,2000,Epic Games,Activision,57.13
ARK: Survival Evolved,Sports,686.12,9.2,19.3,2003,BioWare,Sega,43.84
Fallout 4,"RPG, MMORPG, Adventure",403.52,9.2,74.1,2014,EA,Nintendo,13.74
Sekiro: Shadows Die Twice,"Puzzle, Strategy, Simulation",755.93,3.8,29.2,2016,Rockstar Games,Square Enix,14.34
Hollow Knight,Open World,927.09,4.5,18.2,2010,Bungie,Microsoft,11.8
Slay the Spire,RPG,155.35,3.8,69.8,2014,Bethesda,Bandai Namco,24.72
Portal 2,Racing,659.35,5,59.8,2018,BioWare,Sega,26.94
Subnautica,Sports,600.05,9.3,20.5,2018,Nintendo,Bethesda,1.27
Borderlands 3,RPG,983.18,3.8,77.2,2003,EA,Nintendo,32.13
Overwatch,Simulation,681.42,6,14.3,2000,Epic Games,Bandai Namco,57.55
Fortnite,RPG,812.89,6.7,66.6,2023,BioWare,Sony,25.37
Minecraft,"Adventure, Simulation, First-person shooter",307.18,1.2,43.6,2006,Valve,Bandai Namco,39
The Elder Scrolls V: Skyrim,Open World,508.88,9.1,40.5,2008,Epic Games,Microsoft,36.81
Left 4 Dead 2,Racing,68.18,6.4,22.2,2009,Rockstar Games,Bethesda,24.84
Team Fortress 2,"Open World, Puzzle, Simulation",835.86,9.3,34.1,2010,Ubisoft,Nintendo,12.77
Tom Clancy's Rainbow Six Siege,RPG,507.16,3.2,23.9,2011,CD Projekt Red,Bethesda,32.28
BioShock Infinite,Sports,792.33,9.4,16.9,2008,Rockstar Games,Electronic Arts,15.96
Far Cry 5,Adventure,376.67,1.8,62.3,2006,Valve,Nintendo,56.83
Assassin's Creed Odyssey,"Racing, Adventure",363.63,9.3,14.1,2007,Bungie,Microsoft,45.22
Just Cause 4,Open World,752.82,9.6,59.1,2018,BioWare,Bethesda,39.13
Metro Exodus,"Simulation, Racing, Puzzle",985.09,1.4,14,2005,Ubisoft,Capcom,46.66
Destiny 2,"Puzzle, Sports, Strategy",84.61,1.5,3.7,2000,BioWare,Activision,7.98
Resident Evil 2,"First-person shooter, Adventure",249.21,7.2,53.6,2007,Bethesda,Sony,16.81
Monster Hunter: World,"MMORPG, Racing",922.61,9.7,75,2016,Rockstar Games,Square Enix,1.2
The Sims 4,"Simulation, Sports",613.71,5.5,68.7,2016,Bethesda,Activision,33.52
Sid Meier's Civilization VI,"Strategy, Adventure",299.82,9.6,55.2,2014,Epic Games,Activision,46.59
The Legend of Zelda: Breath of the Wild,Open World,738.68,9.3,23.8,2018,BioWare,Sega,33.59
Super Mario Odyssey,"Sports, Strategy",596.51,7.3,93.3,2002,Nintendo,Electronic Arts,27.86
God of War,First-person shooter,298.11,9.9,33.6,2020,Valve,Microsoft,26.57
Bloodborne,First-person shooter,232.41,3,18.8,2006,Ubisoft,Activision,47.64
Horizon Zero Dawn,"Sports, Adventure",894.81,3.1,58.5,2015,Bungie,Bandai Namco,20.68
Persona 5,"Strategy, MMORPG",794.66,8.1,72.8,2002,Ubisoft,Bethesda,49.96
Final Fantasy XV,"Strategy, RPG, Open World",921.06,1.2,41.6,2022,Bethesda,Microsoft,47.77
The Last of Us,"Sports, Racing",463.09,2,82.7,2015,Ubisoft,Bethesda,11.16
Death Stranding,"First-person shooter, MMORPG, Adventure",378.2,3.4,46.7,2005,Bungie,Nintendo,8.16
Apex Legends,"Racing, RPG, Sports",336.63,1,81.8,2001,Rockstar Games,Bethesda,35.48
Dota Underlords,"MMORPG, Puzzle",694.94,1.2,7.3,2010,Valve,Bandai Namco,51.42
Counter-Strike: Global Offensive,"Puzzle, Adventure",633.45,6.6,53.3,2021,Rockstar Games,Bethesda,6.1
Grand Theft Auto V,MMORPG,816.15,4.2,27.6,2003,Bethesda,Microsoft,59.57
PlayerUnknown's Battlegrounds,Sports,51.2,5.3,62.7,2009,EA,Bethesda,31.59
Rocket League,"RPG, Strategy",344.43,7.2,45.1,2012,BioWare,Sony,11.4
The Witcher 3: Wild Hunt,MMORPG,515,8.3,56,2015,Epic Games,Bethesda,57.79
Red Dead Redemption 2,"Puzzle, Sports",49.26,5.8,65.3,2022,Epic Games,Microsoft,39.95
Cyberpunk 2077,"Strategy, RPG",570.98,6.9,35.9,2014,Bethesda,Sony,53.98
DOOM Eternal,"RPG, Sports, Strategy",793.47,5.2,31,2021,Ubisoft,Sony,47.23
Stardew Valley,First-person shooter,546.19,8.4,66.3,2015,Epic Games,Activision,48.09
Terraria,"Racing, Open World, First-person shooter",861.28,8.9,47.3,2012,Valve,Activision,28.25
Dark Souls III,Sports,123.18,1.1,1.8,2013,Valve,Sony,35.19
Hades,"RPG, Strategy",310.42,9.9,96.3,2019,Nintendo,Activision,49.93
Half-Life: Alyx,"Sports, Adventure, Simulation",42.13,3,7.1,2003,Bungie,Bandai Namco,35.59
Valheim,"Sports, Simulation",785.9,4.5,97,2000,Nintendo,Sega,36.48
Among Us,"RPG, Strategy",857.03,2.2,85.5,2022,Valve,Capcom,31.35
Rust,Puzzle,205.46,7.1,65,2015,Bethesda,Bandai Namco,53.48
ARK: Survival Evolved,"Simulation, MMORPG, RPG",525.53,4.8,20.5,2009,Rockstar Games,Sony,30.29
Fallout 4,"Strategy, MMORPG, Adventure",871.3,1.1,40.4,2012,Epic Games,Nintendo,56.98
Sekiro: Shadows Die Twice,"RPG, Racing, MMORPG",456.93,4.1,42.8,2017,Valve,Sega,0.81
Hollow Knight,"Simulation, Adventure",394.87,1.2,83.2,2018,EA,Bethesda,37.91
Slay the Spire,Open World,93.33,3.8,16.1,2005,Epic Games,Sony,21.2
Portal 2,"Open World, MMORPG, Simulation",113.84,1.9,10.4,2021,Bungie,Electronic Arts,55.96
Subnautica,Puzzle,288.56,4.9,20.2,2013,Ubisoft,Nintendo,39.75
Borderlands 3,"Simulation, RPG",643.9,5.3,24.9,2009,Bungie,Microsoft,31.07
Overwatch,"Adventure, First-person shooter, Strategy",961.96,9.9,86.8,2023,Rockstar Games,Square Enix,51.77
Fortnite,RPG,479.73,4.4,20.6,2008,Rockstar Games,Microsoft,6.33
Minecraft,"First-person shooter, Simulation",816.86,2.4,28.3,2009,Ubisoft,Bandai Namco,5.56
The Elder Scrolls V: Skyrim,MMORPG,437.29,1.8,27.1,2017,Bethesda,Sega,10.27
Left 4 Dead 2,Sports,649.02,3.8,34.1,2001,Valve,Bethesda,15.08
Team Fortress 2,MMORPG,952.09,6.7,78.8,2001,Ubisoft,Microsoft,34.58
Tom Clancy's Rainbow Six Siege,"Simulation, Racing",978.73,5.1,89.2,2012,Epic Games,Capcom,43.02
BioShock Infinite,"Adventure, Strategy",963.61,4.7,41.8,2022,EA,Microsoft,14.6
Far Cry 5,Strategy,875.63,1.2,10.3,2021,Epic Games,Activision,58.01
Assassin's Creed Odyssey,Adventure,977.03,9.2,67.2,2006,BioWare,Bethesda,58.38
Just Cause 4,"Open World, Puzzle, RPG",803.25,1.7,96.9,2016,Bungie,Nintendo,57.21
Metro Exodus,First-person shooter,66.91,5.9,69.5,2015,Nintendo,Capcom,41.2
Destiny 2,"Strategy, MMORPG",403.32,5.5,34.6,2001,Bethesda,Capcom,37.87
Resident Evil 2,Open World,981.45,9.6,7.8,2000,Ubisoft,Electronic Arts,14.14
Monster Hunter: World,Sports,362.54,5,43.6,2000,EA,Electronic Arts,11.83
The Sims 4,"Racing, Simulation",249.09,8.3,91.4,2009,Rockstar Games,Bethesda,10.44
Sid Meier's Civilization VI,RPG,409.27,4.9,57.8,2014,Epic Games,Bethesda,3.91
The Legend of Zelda: Breath of the Wild,"MMORPG, First-person shooter, RPG",882.94,1.7,74.9,2021,Epic Games,Sega,52.52
Super Mario Odyssey,"Puzzle, MMORPG",193.2,1.6,30.8,2009,Rockstar Games,Sega,44.63
God of War,"Simulation, Puzzle, Strategy",526.81,1.9,56.4,2000,EA,Electronic Arts,1.1
Bloodborne,"RPG, MMORPG",947.69,2.4,60.5,2001,Nintendo,Square Enix,40.99
Horizon Zero Dawn,"Adventure, Racing, Puzzle",442.54,1.2,99.8,2006,Valve,Bethesda,44.98
Persona 5,"Racing, Strategy, Puzzle",49.19,4.3,82.2,2000,Bungie,Electronic Arts,46.32
Final Fantasy XV,Sports,892.56,4,74.7,2006,Nintendo,Microsoft,48
The Last of Us,"MMORPG, Open World, Adventure",695.21,7,28.5,2013,Nintendo,Activision,0.99
Death Stranding,"Simulation, First-person shooter, MMORPG",25.76,3.4,92,2006,CD Projekt Red,Bandai Namco,31.45
Apex Legends,"First-person shooter, RPG",444.1,4.9,25.1,2008,Epic Games,Capcom,56.96
Dota Underlords,"Sports, Strategy",776.58,5.1,51.1,2017,Ubisoft,Microsoft,0.3
Counter-Strike: Global Offensive,"Strategy, Puzzle, MMORPG",365.31,8.3,22.6,2011,Valve,Electronic Arts,16.49
Grand Theft Auto V,"First-person shooter, MMORPG, Strategy",459.23,3.6,25.4,2002,Ubisoft,Electronic Arts,45.28
PlayerUnknown's Battlegrounds,Strategy,88.4,5.1,40.2,2000,Ubisoft,Sony,9.97
Rocket League,"Simulation, Racing",896.98,5.8,33.9,2005,CD Projekt Red,Activision,51.72
The Witcher 3: Wild Hunt,Racing,668.74,6,27.6,2005,Valve,Activision,50.79
Red Dead Redemption 2,"Puzzle, Open World",495.31,4.9,69.5,2022,Ubisoft,Sega,58.78
Cyberpunk 2077,"First-person shooter, Simulation",389.03,9.9,81.4,2018,Epic Games,Activision,41.99
DOOM Eternal,"Racing, First-person shooter, Sports",385.46,4.4,63.8,2023,Rockstar Games,Bandai Namco,58.21
Stardew Valley,Racing,410.78,7.7,79,2015,Bethesda,Nintendo,37.74
Terraria,"Racing, First-person shooter, Puzzle",496.56,8.2,60.8,2017,Epic Games,Capcom,29.66
Dark Souls III,Simulation,329.61,5,31.8,2013,Bungie,Sony,28.28
Hades,Sports,215.87,3.9,1.3,2012,Valve,Sega,37.94
Half-Life: Alyx,"First-person shooter, Strategy, RPG",202.83,5.5,86.6,2015,EA,Sega,58.61
Valheim,"Strategy, Adventure, RPG",730.34,2.8,98,2023,BioWare,Sega,38.17
Among Us,Simulation,439.69,8.3,2.7,2021,BioWare,Capcom,20.69
Rust,Sports,799.17,8.6,66.7,2022,Epic Games,Bethesda,9.31
ARK: Survival Evolved,Strategy,331.83,1.9,17.7,2003,Ubisoft,Bethesda,10.51
Fallout 4,"Strategy, Adventure",670.93,9,69.9,2013,Epic Games,Bethesda,48.48
Sekiro: Shadows Die Twice,First-person shooter,299.91,9,45.7,2010,EA,Bandai Namco,5.43
Hollow Knight,Adventure,286.24,2.8,48.6,2002,Rockstar Games,Nintendo,8.87
Slay the Spire,"Puzzle, Racing, Open World",616.22,3.2,7,2019,Ubisoft,Sony,38.44
Portal 2,"Open World, Strategy, Simulation",123.4,1.4,40.5,2008,Epic Games,Bethesda,37.8
Subnautica,Puzzle,284.9,3.5,64.4,2011,Bungie,Activision,0.8
Borderlands 3,"RPG, Strategy",603.57,8.6,84.8,2008,Bungie,Electronic Arts,50.49
Overwatch,Racing,359.14,2.2,71,2008,Ubisoft,Bethesda,53.64
Fortnite,"Simulation, Sports",812.9,1,42.1,2015,BioWare,Microsoft,12.2
Minecraft,Sports,995.26,7.4,55.8,2015,Epic Games,Microsoft,3.85
The Elder Scrolls V: Skyrim,"RPG, Puzzle",9.49,5.6,13.6,2015,Nintendo,Microsoft,11.29
Left 4 Dead 2,Open World,860.35,8.7,18.1,2015,Nintendo,Nintendo,28.1
Team Fortress 2,"Racing, Strategy, Simulation",633.09,2.2,84.4,2012,Epic Games,Nintendo,56.67
Tom Clancy's Rainbow Six Siege,"First-person shooter, Racing",960.58,2.6,60.7,2004,Epic Games,Bethesda,15.51
BioShock Infinite,"Puzzle, Sports, Simulation",487.92,3.1,77.5,2020,Rockstar Games,Activision,7.78
Far Cry 5,RPG,187.7,6.7,51,2002,Rockstar Games,Capcom,43.51
Assassin's Creed Odyssey,"RPG, Puzzle, Strategy",716.32,9.4,81.1,2003,CD Projekt Red,Electronic Arts,13.64
Just Cause 4,RPG,243.45,5.2,66.5,2004,Valve,Sony,32.03
Metro Exodus,"Puzzle, RPG, Strategy",128.07,1.1,85.3,2016,Epic Games,Nintendo,50.93
Destiny 2,"First-person shooter, Puzzle, Sports",877.85,2.1,58.8,2020,Epic Games,Square Enix,5.12
Resident Evil 2,"MMORPG, Racing",469.19,8.1,53.6,2016,Rockstar Games,Bethesda,6.75
Monster Hunter: World,"MMORPG, Strategy, RPG",363.87,5.2,52.4,2000,Ubisoft,Bandai Namco,45.26
The Sims 4,"Adventure, Sports, Simulation",662.03,6.2,1.1,2019,Bethesda,Sega,13.4
Sid Meier's Civilization VI,"First-person shooter, Adventure",371.62,8.2,2.7,2013,Epic Games,Nintendo,13.36
The Legend of Zelda: Breath of the Wild,Strategy,991.77,1.8,11.2,2018,EA,Electronic Arts,13.6
Super Mario Odyssey,"RPG, Strategy, Sports",176.83,9.8,14.5,2016,Ubisoft,Activision,41.96
God of War,"Strategy, MMORPG, First-person shooter",318.4,9.4,62,2000,Nintendo,Square Enix,45.72
Bloodborne,RPG,110.99,3.2,57.9,2002,Nintendo,Square Enix,46.27
Horizon Zero Dawn,Strategy,908.17,7.9,53.6,2009,Valve,Microsoft,51.34
Persona 5,"Strategy, Simulation",942.57,3.9,91.6,2015,BioWare,Microsoft,8.56
Final Fantasy XV,"Racing, Adventure, MMORPG",417.57,7.2,37.1,2004,CD Projekt Red,Electronic Arts,45.43
The Last of Us,"Sports, First-person shooter, Adventure",399.48,1.4,15.1,2018,EA,Bethesda,43.29
Death Stranding,"First-person shooter, Sports",406.97,9.6,39.4,2007,Bethesda,Microsoft,18.97
Apex Legends,"Strategy, Racing",407.47,9.7,56.7,2003,BioWare,Sony,17.46
Dota Underlords,MMORPG,984.35,7.9,21.1,2023,EA,Microsoft,23.82
Counter-Strike: Global Offensive,"Racing, Adventure, First-person shooter",799.53,8.8,1.5,2007,BioWare,Sega,31.21
Grand Theft Auto V,"Adventure, Puzzle, Strategy",462.04,6,89.7,2017,Rockstar Games,Bandai Namco,40.37
PlayerUnknown's Battlegrounds,"Open World, Simulation",279.33,1.4,13.7,2014,Nintendo,Activision,25.57
Rocket League,Sports,248.4,5.5,1.8,2013,Rockstar Games,Activision,34.52
The Witcher 3: Wild Hunt,"Sports, RPG, MMORPG",964.38,4.9,9.2,2012,Valve,Bandai Namco,31.34
Red Dead Redemption 2,Open World,899.32,2.4,26.5,2010,Ubisoft,Sega,21.44
Cyberpunk 2077,RPG,906.84,8.4,82.3,2011,CD Projekt Red,Bandai Namco,11.39
DOOM Eternal,Sports,276.36,4.3,9.1,2012,Epic Games,Bandai Namco,32.04
Stardew Valley,"Adventure, Sports",664.89,9.7,81.8,2021,Nintendo,Nintendo,5.45
Terraria,"Simulation, Sports",495.93,4.4,12.7,2009,Epic Games,Capcom,42.1
Dark Souls III,Simulation,64.96,1.2,92.3,2022,Rockstar Games,Activision,51.44
Hades,Sports,366.75,4.1,61.2,2023,Nintendo,Microsoft,7.83
Half-Life: Alyx,"Sports, MMORPG",24.38,7.5,38,2001,Valve,Capcom,30.88
Valheim,"Open World, Sports, Strategy",45.72,7,10.9,2012,Bungie,Bethesda,22.19
Among Us,"MMORPG, Strategy",465.16,9.7,67.3,2021,CD Projekt Red,Sony,35.39
Rust,Adventure,731.66,3.8,1.6,2023,CD Projekt Red,Microsoft,23.05
ARK: Survival Evolved,"Puzzle, Open World, Sports",966.61,6.9,23.2,2011,Bethesda,Sega,44.48
Fallout 4,Sports,322.1,7.1,61.6,2015,Bungie,Nintendo,1.68
Sekiro: Shadows Die Twice,"RPG, Sports, Open World",786.18,5.5,12.2,2004,BioWare,Activision,3.79
Hollow Knight,"Sports, Racing",692.29,5.4,96.9,2007,EA,Activision,1.04
Slay the Spire,"Puzzle, Sports",39.62,5.4,5.9,2020,Valve,Square Enix,44.77
Portal 2,"Strategy, MMORPG",794.61,8.8,60.3,2012,Nintendo,Sony,32.54
Subnautica,First-person shooter,437.12,6.5,42.6,2016,Rockstar Games,Sega,15.75
Borderlands 3,"Puzzle, Strategy",643.03,3.4,4.9,2016,Ubisoft,Sega,39.58
Overwatch,"Simulation, Adventure, MMORPG",230.07,4.5,35.7,2010,Nintendo,Capcom,23.19
Fortnite,"Simulation, Adventure, Open World",382.11,3.3,13.7,2014,Epic Games,Square Enix,50.39
Minecraft,"Sports, Open World",567.27,8.6,3.7,2022,CD Projekt Red,Microsoft,48.53
The Elder Scrolls V: Skyrim,"Simulation, Sports",509.72,9.9,44.6,2008,Bethesda,Sony,48.88
Left 4 Dead 2,Racing,179.24,1.2,6.8,2009,Epic Games,Bandai Namco,19.26
Team Fortress 2,"First-person shooter, Simulation",721.92,1.3,92.7,2016,CD Projekt Red,Square Enix,53.32
Tom Clancy's Rainbow Six Siege,"Racing, RPG",113.83,2.6,83.3,2004,Valve,Sony,48.05
BioShock Infinite,"Racing, Adventure",777.26,3.1,61.4,2000,Rockstar Games,Electronic Arts,37.8
Far Cry 5,"Adventure, Open World, Sports",621.78,4.6,87.6,2012,Ubisoft,Square Enix,3.02
Assassin's Creed Odyssey,"First-person shooter, Adventure",782.59,1.5,81.2,2017,Bungie,Sega,37.98
Just Cause 4,"Sports, RPG, Strategy",349.37,7.7,76,2000,BioWare,Bandai Namco,33.76
Metro Exodus,"MMORPG, Racing, Puzzle",542.01,3.4,52,2021,Bethesda,Square Enix,30.83
Destiny 2,"Sports, Simulation, Racing",704.78,9.6,32,2009,CD Projekt Red,Bethesda,53.52
Resident Evil 2,"MMORPG, Racing",777.66,3.4,29.2,2001,Bethesda,Activision,56.53
Monster Hunter: World,"Open World, MMORPG, RPG",151.55,8.3,92.2,2010,Ubisoft,Sony,25.08
The Sims 4,First-person shooter,35.68,1.3,92.8,2007,Nintendo,Bandai Namco,19.99
Sid Meier's Civilization VI,"Strategy, Open World, Adventure",675.81,5.7,26.8,2010,Bungie,Microsoft,56.32
The Legend of Zelda: Breath of the Wild,"Simulation, Sports",351.54,8.7,38.4,2006,Valve,Microsoft,54.75
